Район,Наименование учреждения,Сокращенное наименование,Адрес,Руководитель,Телефон,Наличие ясельных групп,Факс,Электронная почта,Муниципальное образование,ИНН,ОГРН,Примечание
Фрунзенский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 117 Фрунзенского района Санкт-Петербурга,ГБДОУ детский сад № 117 Фрунзенского района СПб,"Санкт-Петербург, улица Бухарестская , дом 68, корпус 3, литера А",Рудяк Ирина Владимировна,+7(812)268-91-72,да,+7(812)268-91-72,info.doufr117@obr.gov.spb.ru,Волковское,7816159077,1037835016361,
Фрунзенский,Государственное бюджетное дошкольное образовательное учреждение детский сад №118 Фрунзенского района Санкт-Петербурга,ГБДОУ детский сад №118 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, Будапештская улица, дом 98, корпус 4, литера А",Добровольская Елена Геннадьевна (И.О.),+7(812)778-32-49,Да,+7(812)778-32-49,Info.doufr118@obr.gov.spb.ru,Балканский,7816158965,1027807998217,
Фрунзенский,Государственное бюджетное дошкольное образовательное учреждение детский сад №119 общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей Фрунзенского района Санкт-Петербурга,ГБДОУ детский сад №119 Фрунзенского района СПб,"Санкт-Петербург, улица Купчинская, дом 29, корпус 2, литер А",Аббасова Светлана Андреевна,+7(812)771-71-49,да,+7(812)771-71-49,info.doufr119@obr.gov.spb.ru,Балканский,7816158203,1027807991408,
Фрунзенский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 120 комбинированного вида Фрунзенского района Санкт-Петербурга,ГБДОУ детский сад №120 комбинированного вида Фрунзенского района СПб,"Санкт-Петербург, улица Будапештская, дом 101, корпус 2, литер А",Максимова Ольга Владимировна,+7(812)366-98-22,да,+7(812)366-98-22,info.doufr120@obr.gov.spb.ru,Балканский,7816160516,1027807997711,
Фрунзенский,"Государственное бюджетное дошкольное образовательное учреждение детский сад ""Лесное"" присмотра и оздоровления Фрунзенского района Санкт-Петербурга","ГБДОУ детский сад ""Лесное"" Фрунзенского района СПб",ЛО,Дюкова Ольга Михайловна,+7(81372)2-27-36,да,+7(81372)2-27-36,info.doufrlesn@obr.gov.spb.ru,0,4710023627,1034701560915,"Ленинградская область, город Луга, п. пансионат ""Зеленый бор"", детский сад ""Лесное""."
Фрунзенский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 62 Фрунзенского района Санкт-Петербурга,ГБДОУ детский сад №62 Фрунзенского района СПб,"Санкт-Петербург, округ № 72, улица Турку, дом 27",Лукина Татьяна Владимировна,8-906-276-65-78,Да,,info.doufr062@obr.gov.spb.ru,72,7816672257,1187847115334,
Фрунзенский,"Государственное бюджетное дошкольное образовательное учреждение детский сад № 17 комбинированного вида Фрунзенского района Санкт-Петербурга (Прилукская, 29)",ГБДОУ детский сад №17 Фрунзенского района Санкт-Петербурга,"192007, Санкт-Петербург, улица Прилукская, дом 29, литер А, помещение 1Н, 2Н",Соловьева Олеся Валерьевна,+7(812)766-28-11,Нет,+7(812)766-28-11,Info.doufr017@obr.gov.spb.ru,Волковское,7816158235,1027807997381,
Фрунзенский,"Государственное бюджетное дошкольное образовательное учреждение детский сад № 41 присмотра и оздоровления Фрунзенского района Санкт-Петербурга (М.Бухарестская, 12, к. 2)",ГБДОУ детский сад № 41 присмотра и оздоровления Фрунзенского района Санкт-Петербурга,"Малая Бухарестская ул., д. 12, корпус 2, строение 1",Колесникова Наталья Генриховна,+7(812)773-55-74,да,+7(812)773-55-74,info.doufr041@obr.gov.spb.ru,75,7816157418,1027807992816,
Фрунзенский,"Государственное бюджетное дошкольное образовательное учреждение детский сад № 106 комбинированного вида Фрунзенского района Санкт-Петербурга (Бухарестская, 122, к. 3)",ГБДОУ детский сад № 106 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, Александровский округ, Бухарестская улица, дом 120 к2",Заболотнова Ольга Владимировна,+7(812)772-25-42,Да,+7(812)772-25-42,info.doufr106@obr.gov.spb.ru,Георгиевское,7816158299,1027807991551,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 8 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 8 Центрального района СПб,"191104, Санкт-Петербург, наб. реки Фонтанки, д.32/1, лит. А.",Сергиенко Татьяна Евгеньевна,272 67 56,Есть,,8@dou-center.spb.ru,79,7825430536,1027809229887,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 15 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 15 Центрального района СПб,"191128, Санкт-Петербург, ул. Фурштатская, д.37, лит. В",Бакаева Жамал Николаевна,273 32 87,Нет,,15@dou-center.spb.ru,80,7825128438,1027809228006,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 17 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 17 Центрального района СПб,"191036, Санкт-Петербург, Греческий пр., д. 23, лит. А",Еурова Наталия Викторовна,579 33 17,Нет,,17@dou-center.spb.ru,80,7825425367,1027809230316,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 19 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 19 Центрального района СПб,"191180, Санкт-Петербург, пер. Джамбула, д. 8, лит. А",Суханова Екатерина Евгеньевна,572 15 88,Есть,,19@dou-center.spb.ru,82,7825430656,1027809230052,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 20 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 20 Центрального района СПб,"191119, Санкт-Петербург, ул. Разъезжая 26-28, лит. А",И.о. Бондур Елена Леонидовна,764 76 11 315 89 36,Есть,,20@dou-center.spb.ru,82,7825432967,1027809224222,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 22 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 22 Центрального района СПб,"191186, Санкт-Петербург, наб. реки Мойки, д. 14, лит. Б",Садкова Зинаида Ивановна,312 12 88,Есть,,22@dou-center.spb.ru,77,7825425945,1027809246156,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 23 Центрального района Санкт-Петербурга,ГБДОУ № 23 Центрального района СПб,"191040, Санкт-Петербург, Лиговский пр., д. 89/20, лит. А",Верещагина Лариса Сергеевна,764 54 44,Есть,,23@dou-center.spb.ru,82,7825427318,1027809236311,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 24 компенсирующего вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 24 Центрального района СПб,"191124, Санкт-Петербург, ул. Новгородская, д. 25, лит. Б",Курбанова Юлия Витальевна,271 02 07,Нет,,24@dou-center.spb.ru,80,7825428047,1027809231394,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 25 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 25 Центрального района СПб,"191025, Санкт-Петербург, ул. Марата, д.16, лит. Б",Шакурова Галина Витольдовна,314 06 53,Есть,,25@dou-center.spb.ru,82,7825426547,1027809227929,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 27 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 27 Центрального района СПб,"191186, Санкт-Петербург, Невский пр., д. 5, лит. А",Сташевская Илона Сергеевна,312 24 39 272 64 73,Есть,,27@dou-center.spb.ru,78,7825430840,1037843052500,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 32 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 32 Центрального района СПб,"191186, Санкт-Петербург, наб. канала Грибоедова, д. 18-20, лит. М",Торопченова Наталия Юрьевна,310 82 71,Есть,,32@dou-center.spb.ru,78,7825428311,1027809229590,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 34 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 34 Центрального района СПб,"191036, Санкт-Петербург, ул. 4-я Советская, д. 4/9, лит. А",Тимофеева Ольга Михайловна,271 07 09 275 62 64,Есть,,34@dou-center.spb.ru,80,7825427685,1027809254989,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 39 компенсирующего вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 39 Центрального района СПб,"191123, Санкт-Петербург, Манежный пер., д. 7, лит. А",Гузова Елена Ивановна,275 78 94,Нет,,39@dou-center.spb.ru,79,7825129093,1027809228370,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 40 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 40 Центрального района СПб,"191123, Санкт-Петербург, ул. Чайковского, д.46-48, лит. А",Батюшкова Дария Владимировна,272 48 23,Есть,,40@dou-center.spb.ru,80,7825128237,1027809228622,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 41 комбинированного вида Центрального района Санкт-Петербурга «Центр интегративного воспитания»,ГБДОУ детский сад № 41 Центрального района СПб «Центр интегративного воспитания»,"191028, Санкт-Петербург, ул. Фурштатская, д. 22, лит. А",Голубева Ирина Ивановна,272 40 03,Есть,,41@dou-center.spb.ru,79,7825128075,1027809226983,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 43 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 43 Центрального района СПб,"191186, Санкт-Петербург, ул.Большая Конюшенная, д.7, лит. А",Василенко Татьяна Николаевна,315 75 00,Нет,,43@dou-center.spb.ru,77,7825430110,1027809238918,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 44 комбинированного вида Центрального района Санкт-Петербурга «Дошкольный микрорайонный центр»,ГБДОУ детский сад № 44 Центрального района СПб «Дошкольный микрорайонный центр»,"191040, Санкт-Петербург, ул. Пушкинская, д.18, лит. А",Куприянова Людмила Александровна,713 18 05,Нет,,44@dou-center.spb.ru,82,7825429241,1027809221670,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 45 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 45 Центрального района СПб,"191014, Санкт-Петербург, Ковенский пер., д. 15, лит. А",Скапишева Жанна Юрьевна,273 17 84,Нет,,45@dou-center.spb.ru,79,7825127160,1027809237312,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 46 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Центрального района Санкт-Петербурга «Гармония»,ГБДОУ детский сад № 46 Центрального района СПб «Гармония»,"191023, Санкт-Петербург, ул. Гороховая, д. 38, лит. А, В",Доманова Елена Валерьевна,310 79 20,Есть,,46@dou-center.spb.ru,78,7825426018,1027809241481,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 48 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 48 Центрального района СПб,"191124, Санкт-Петербург, Суворовский пр., д. 62, лит. А",Степанова Нелли Александровна,274 06 56,Есть,,48@dou-center.spb.ru,80,7825429883,1027809243065,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 49 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 49 Центрального района СПб,"191144, Санкт-Петербург, ул. Кирилловская, д.2, лит. А",Прокофьева Александра Васильевна,271 58 00,Есть,,49@dou-center.spb.ru,80,7825428939,1027809229436,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 53 компенсирующего вида Центрального района Санкт-Петербурга «Консультативно-практический центр по абилитации детей со зрительной патологией»,ГБДОУ детский сад № 53 Центрального района СПб «Консультативно-практический центр по абилитации детей со зрительной патологией»,"191119, Санкт-Петербург, ул. Марата, д. 79а, лит. А",Козлова Юлия Владимировна,764 88 44,Есть,,53@dou-center.spb.ru,82,7825430374,1027809229172,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 55 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 55 Центрального района СПб,"191123, Санкт-Петербург, ул. Фурштатская, д. 48, лит. А",Шаповалова Светлана Владимировна,272 01 62,Есть,,55@dou-center.spb.ru,80,7825128325,1027809248301,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 58 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 58 Центрального района СПб,"191167, Санкт-Петербург, ул. Конная, д.32, лит. А",Вежлева Ирина Евгеньевна,274 22 54 274 46 44,Есть,,58@dou-center.spb.ru,80,7825426000,1027809224750,
Центральный,Государственное бюджетное дошкольное образовательное учреждение центр развития ребенка - детский сад № 59 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 59 Центрального района СПб,"191014, Санкт-Петербург, Озерный пер., д. 3, лит. А",Арютина Анна Адольфовна,579 25 77,Нет,,59@dou-center.spb.ru,80,7825128445,1027809230338,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 60 общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей Центрального района Санкт-Петербурга,ГБДОУ детский сад № 60 Центрального района СПб,"191025, Санкт-Петербург, ул. Маяковского, д.1/96, лит. А",Кулакова Анастасия Валерьевна,579 32 96,Есть,,60@dou-center.spb.ru,79,7825427572,1027809229470,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 71 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 71 Центрального района СПб,"191015, Санкт-Петербург, ул. 9-я Советская, д. 4-6, лит. Б",Кузьмина Екатерина Дмитриевна,271 59 09,Есть,,71@dou-center.spb.ru,80,7825427903,1027809231053,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 75 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 75 Центрального района СПб,"191028, Санкт-Петербург, ул. Фурштатская, д. 6, лит. А",Елюкова Анна Евгеньевна,272 61 55,Есть,,75@dou-center.spb.ru,79,7825128413,1027809221440,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 76 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 76 Центрального района СПб,"191187, Санкт-Петербург, ул. Чайковского, д.2/7, лит. М",Шкурина Наталья Павловна,272 30 29,Есть,,76@dou-center.spb.ru,79,7825128251,1027809234914,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 78 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 78 Центрального района СПб,"191002, Санкт-Петербург, ул. Ломоносова, д. 18, лит. А",Дмитриевская Ольга Олеговна,315 30 17,Есть,,78@dou-center.spb.ru,82,7825426593,1027809232802,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 81 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 81 Центрального района СПб,"191014, Санкт-Петербург, Сапёрный переулок, дом 2, литера А",Бондаренко Виктория Алексеевна,272 35 50,Нет,,81@dou-center.spb.ru,79,7825427452,1027809239644,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 83 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 83 Центрального района СПб,"191011, Санкт-Петербург, ул. Итальянская, д. 31, лит. А",Бойкова Ирина Александровна,571 32 17,Есть,,83@dou-center.spb.ru,77,7825426106,1027809233880,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 85 компенсирующего вида Центрального района Санкт-Петербурга «Психолого-педагогический центр по социальной адаптации детей с тяжелыми нарушениями речи»,ГБДОУ детский сад № 85 Центрального района СПб «Психолого-педагогический центр по социальной адаптации детей с тяжелыми нарушениями речи»,"191123, Санкт-Петербург, ул. Захарьевская, д. 35, лит. А",Аванесян Рузанна Давыдовна,272 73 37,Нет,,85@dou-center.spb.ru,80,7825128082,1027809238093,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 86 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 86 Центрального района СПб,"191180, Санкт-Петербург, ул. Бородинская, д.12/31, лит. А",Седакова Татьяна Евгеньевна,407 56 57,Есть,,86@dou-center.spb.ru,82,7825428752,1027809214740,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 87 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 87 Центрального района СПб,"191144, Санкт-Петербург, ул. Кирилловская, д. 12, лит. А",Астафьева Регина Витальевна,271 38 74,Есть,,87@dou-center.spb.ru,80,7825430060,1037843002812,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 88 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 88 Центрального района СПб,"191028, Санкт-Петербург, ул. Моховая, д. 19, лит. А",Жданова Людмила Викторовна,579 50 10,Нет,,88@dou-center.spb.ru,79,7825129939,1027809228424,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 89 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 89 Центрального района СПб,"191024, Санкт-Петербург, ул. 2-я Советская, д. 27/2, лит. В",И.о. Васильева Елена Владимировна,274 52 33,Есть,,89@dou-center.spb.ru,80,7825427766,1027809223463,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 100 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 100 Центрального района СПб,"191119, Санкт-Петербург, ул. Марата, д. 68, лит. А",Белюкова Ольга Валерьевна,764 66 22,Есть,,100@dou-center.spb.ru,82,7825430367,1027809223199,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 103 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 103 Центрального района СПб,"191167, Санкт-Петербург, ул. Александра Невского, д. 7, лит. А",Мальцева Евгения Викторовна,717 15 50 274 27 02,Есть,,103@dou-center.spb.ru,80,7825430470,1027809230800,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 105 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 105 Центрального района СПб,"191186, Санкт-Петербург, ул. Гороховая, д. 8/13, лит. А",Сапронова Татьяна Михайловна,312 90 78,Есть,,105@dou-center.spb.ru,78,7825425504,1027809224190,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 109 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 109 Центрального района СПб,"191186, Санкт-Петербург, ул. Миллионная, д. 23, лит. А",Егорова Ирина Борисовна,315 16 53,Есть,,109@dou-center.spb.ru,77,7825130557,1027809235893,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 110 комбинированного вида Центрального района Санкт-Петербурга «Эрмитажный детский сад»,ГБДОУ детский сад № 110 Центрального района Санкт-Петербурга «Эрмитажный детский сад»,"191028, Санкт-Петербург, наб. реки Фонтанки, д. 24, лит. А",Сокович Мария Владимировна,272 75 03,Есть,,110@dou-center.spb.ru,79,7825128117,1027809226279,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 112 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 112 Центрального района СПб,"191002, Санкт-Петербург, ул. Рубинштейна, д. 21, лит. А",Кожевникова Наталья Николаевна,571 73 60,Есть,,112@dou-center.spb.ru,82,7825429844,1027809227841,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 114 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 114 Центрального района СПб,"191028, Санкт-Петербург, ул. Моховая, д. 37, лит. А",Шлеменкова Анастасия Сергеевна,272 77 87,Есть,,114@dou-center.spb.ru,79,7825128283,1027809243769,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 115 общеразвивающего вида с приоритетным осуществлением деятельности по социально-личностному развитию детей Центрального района Санкт-Петербурга,ГБДОУ детский сад № 115 Центрального района СПб,"191028, Санкт-Петербург, ул. Моховая, д. 11, лит. А",Редрухина Ирина Саидовна,579 14 52,Есть,,115@dou-center.spb.ru,79,7825128460,1027809227082,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 116 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 116 Центрального района СПб,"191015, Санкт-Петербург, ул. Таврическая, д. 2, лит. В",Меньшикова Наталия Сергеевна,719 61 36,Есть,,116@dou-center.spb.ru,80,7825433953,1027809225465,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 117 компенсирующего вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 117 Центрального района СПб,"191015, Санкт-Петербург, ул. Таврическая, д. 35, лит. А",Адрианова Ирина Борисовна,274 95 60,Нет,,117@dou-center.spb.ru,80,7825433872,1027809235288,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 121 присмотра и оздоровления Центрального района Санкт-Петербурга,ГБДОУ детский сад № 121 Центрального района СПб,"191015, Санкт-Петербург, ул. Таврическая, д. 27, лит. Б",И.о. Николаева Ирина Вадимовна,271 56 30,Есть,,121@dou-center.spb.ru,80,7825128290,1027809236168,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 123 присмотра и оздоровления Центрального района Санкт-Петербурга,ГБДОУ детский сад № 123 Центрального района СПб,"191014, Санкт-Петербург, ул. Рылеева, д. 22, лит. А",Захарина Елена Юрьевна,273 79 41,Есть,,123@dou-center.spb.ru,80,7825128318,1027809231625,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 125 комбинированного вида Центрального района СПб,ГБДОУ детский сад № 125 Центрального района СПб,"191144, Санкт-Петербург, ул. Дегтярная, д. 32-36, лит. А",Лебедева Елена Анатольевна,274 82 71,Нет,,125@dou-center.spb.ru,80,7825494530,1037843008686,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 144 присмотра и оздоровления Центрального района Санкт-Петербурга,ГБДОУ детский сад № 144 Центрального района СПб,"193124, Санкт-Петербург, ул. Новгородская, д. 21, лит. А",Богданова Анна Сергеевна,271 00 22,Есть,,144@dou-center.spb.ru,80,7825433914,1027809207282,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 145 комбинированного вида Центрального района СПб,ГБДОУ детский сад № 145 Центрального района СПб,"191119, Санкт-Петербург, набережная Обводного канала, д. 65, лит. А",Березин Лев Рудольфович,764 99 65,Есть,,145@dou-center.spb.ru,81,7825428946,1037843013405,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 155 комбинированного вида Центрального района Санкт-Петербурга,ГБДОУ детский сад № 155 Центрального района СПб,"191015, Санкт-Петербург, улица Очаковская, дом 2а, литера Б",Пушкарская Елена Николаевна,271 70 18 274 84 97,Есть,,155@dou-center.spb.ru,80,7825434040,1027809225476,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад № 250 Центрального района Санкт-Петербурга,ГБДОУ детский сад № 250 Центрального района СПб,"191002, Санкт-Петербург, Щербаков пер., д.5, лит. А",Павлова Татьяна Васильевна,572 23 08,Есть,,250@dou-center.spb.ru,82,7825425529,1027809224398,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад комбинированного вида Центрального района Санкт-Петербурга «Радуга»,ГБДОУ детский сад Центрального района СПб «Радуга»,"191024, Санкт-Петербург, ул. Конная, д.9, лит. А",Тимофеева Наталья Николаевна,271 33 27,Есть,,Raduga@dou-center.spb.ru,80,7815028593,1027809230415,
Центральный,Государственное бюджетное дошкольное образовательное учреждение детский сад комбинированного вида Центрального района Санкт-Петербурга «Детский оздоровительный городок «Березка»,ГБДОУ детский сад Центрального района СПб «ДОГ «Березка»,"197720, Санкт-Петербург, посёлок Ушково, Пляжевая улица, дом 14, литера Т",Полякова Ирина Владимировна,433 57 58,Есть,,Berezka@dou-center.spb.ru,,7843302520,1057812834738,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №1 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно речевому развитию детей Красногвардейского района Санкт Петербурга,ГБДОУ детский сад №1 Красногвардейского района Санкт Петербурга,"г.Санкт-Петербург, проспект Шаумяна, дом 61, литера А",Семенова Елена Ивановна,+7(812)4445991,Да,+7(812)4445991,Gdou1cracnogv@yandex.ru,Малая Охта,7806081336,1037816004324,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №2 компенсирующего вида Красногвардейского района Санкт Петербурга,ГБДОУ детский сад №2 Красногвардейского района Санкт Петербурга,"г.Санкт-Петербург, проспект Шаумяна, дом 83, литера А",Исполняющий Обязанности Леонова Галина Николаевна,+7(812)4445928,Нет,+7(812)4445928,Gdou2@yandex.ru,Малая Охта,7806029209,1037816029206,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №3 присмотра и оздоровления Красногвардейского района Санкт Петербурга,ГБДОУ детский сад №3 Красногвардейского района Санкт Петербурга,"г.Санкт-Петербург, Ново-Ковалёво, 2-я Поперечная улица, дом 32, литера А",Иванович Елена Валерьевна,88126010805,Да,88126010805,Oko965@yandex.ru,Ржевка,7806029826,1037816029140,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №4 общеразвивающего вида с приоритетным осуществлением деятельности по художественно эстетическому развитию детей Красногвардейского района Санкт Петербурга,ГБДОУ детский сад № 4 Красногвардейского района Санкт Петербурга,"г.Санкт-Петербург, проспект Энергетиков, дом 56, корпус 2, литера А",Осадчая Татьяна Викторовна,88122265498,Да,88122262492,Sad 04kr.spb@yandex. ru,Полюстрово,7806059370,1037816029723,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №5 комбинированного вида Красногвардейского района Санкт Петербурга,ГБДОУ детский сад №5 Красногвардейского района Санкт Петербурга,"г.Санкт-Петербург, шоссе Революции, дом 33, корпус 7, литера А",Федорова Наталия Анатольевна,88122276810,Да,88122276810,Gbdouds5@yandex.ru,Большая Охта,7806042062,1037816029107,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №6 комбинированного вида Красногвардейского района Санкт Петербурга,ГБДОУ детский сад №6 Красногвардейского района Санкт Петербурга,"г.Санкт-Петербург, улица Петра Смородина, дом 16, литера А",Бойцова Надежда Васильевна,88122221505,Да,88122221505,Gdou6spb@yandex.ru,Большая Охта,7806028773,1037816001816,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №7 Красногвардейского района Санкт Петербурга,ГБДОУ детский сад № 7 Красногвардейского района Санкт Петербурга,"г.Санкт-Петербург, Заневский проспект, дом 49, литера А",Яковицкая Юлия Васильевна,88125280919,Да,88125280919,Gbdou7@yandex.ru,Малая Охта,7806039528,1037816029074,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №8 комбинированного вида Красногвардейского района Санкт Петербурга,ГБДОУ детский сад №8 Красногвардейского района Санкт Петербурга,"г.Санкт-Петербург, Ленская улица, дом 16, корпус 4, литера А",Лукьянова Ольга Александровна,88125210036,Нет,88125210036,Gdou8@list.ru,Пороховые,7806057975,1037816030152,
